ID Cliente;Vendedor;Zona;País;Tipo de producto;Canal de venta;Prioridad;Fecha pedido;ID Pedido;Fecha envío;Unidades;Precio Unitario;Coste unitario;Importe venta total;Importe Coste total
C2186;34260699;África;United Arab Emirates;Cosméticos;Offline;Alta;44451;218665540;44488;6847;205,7;117,11;511164,5;291018,35
C1347;6946608573;África;Qatar;Cereales;Offline;Alta;44133;134709823;44160;2485;154,06;90,93;1289020,02;760811,31
C1750;1191164115;África;Iraq;Verduras;Online;Alta;44382;175078141;44413;8367;651,21;524,96;1505597,52;1213707,52
C6179;6462587669;Europa;Kosovo;Material de oficina;Online;Baja;44568;617944324;44596;2312;437,2;263,33;1822249,6;1097559,44
C4617;1266240130;Asia;Bhutan;Cosméticos;Offline;Crítica;44208;461794698;44218;4168;109,28;35,84;89063,2;29209,6
C5754;726186901;Centroamérica y Caribe;Cuba;Ropa;Offline;Alta;44532;575428092;44540;815;255,28;159,42;296890,64;185405,46
C5479;8666546789;Norteamérica;Mexico;Alimento infantil;Online;Media;44829;547955834;44843;1163;47,45;31,79;54852,2;36749,24
C9388;4403104075;África;Cote d'Ivoire;Bebida;Online;Media;44013;938801753;44024;1156;205,7;117,11;1803371,9;1026703,37
C1277;9768441116;África;Nigeria;Cereales;Offline;Alta;44275;127702176;44318;8767;651,21;524,96;5860890;4724640
C1647;3257229613;Australia y Oceanía;Vanuatu;Material de oficina;Offline;Alta;44303;164705932;44347;9000;154,06;90,93;1370055,58;808640,49
C9201;4729517272;África;Kuwait;Verduras;Offline;Baja;43971;920174348;43981;8893;421,89;364,69;1059787,68;916101,28
C5347;9817307476;África;Namibia;Cárnicos;Offline;Media;44868;534781253;44895;2512;154,06;90,93;917427,3;541488,15
C3695;4496730705;África;Egypt;Verduras;Online;Baja;44555;369512975;44597;5955;9,33;6,92;21962,82;16289,68
C9556;1412350364;África;Swaziland;Frutas;Offline;Crítica;44392;955668342;44434;2354;421,89;364,69;2897962,41;2505055,61
C6448;1725865164;Centroamérica y Caribe;Antigua and Barbuda ;Cárnicos;Offline;Crítica;44842;644858682;44869;6869;154,06;90,93;260669,52;153853,56
C5590;405805734;Asia;Sri Lanka;Verduras;Offline;Alta;43905;559007823;43939;1692;47,45;31,79;49680,15;33284,13
C5403;4900476950;Europa;Liechtenstein;Bebida;Offline;Media;43905;540352094;43920;1047;651,21;524,96;4030338,69;3248977,44
C5014;1753063633;África;Angola;Material de oficina;Online;Crítica;44701;501440322;44711;6189;668,27;502,54;269981,08;203026,16
C8751;8056171622;Asia;Brunei;Doméstico;Offline;Crítica;44212;875133836;44233;404;109,28;35,84;438212,8;143718,4
C3646;1754056123;Australia y Oceanía;Samoa ;Ropa;Offline;Crítica;44158;364606463;44198;4010;9,33;6,92;87272,82;64729,68
C8933;2970799604;Australia y Oceanía;Marshall Islands;Frutas;Online;Baja;44316;893344533;44336;9354;9,33;6,92;54281,94;40260,56
C8551;3074938321;África;Democratic Republic of the Congo;Frutas;Online;Crítica;44089;855146872;44094;5818;437,2;263,33;2103369,2;1266880,63
C9641;1752274264;Australia y Oceanía;Tonga;Cosméticos;Online;Crítica;44073;964124810;44074;4811;152,58;97,44;728874,66;465470,88
C2047;9490634743;África;Mozambique;Snacks;Offline;Crítica;44484;204702174;44486;4777;421,89;364,69;2611077,21;2257066,41
C7816;2601575409;África;Kuwait;Cárnicos;Online;Media;44645;781615293;44661;6189;47,45;31,79;310892,4;208288,08
C4699;2901973126;Europa;Romania;Bebida;Offline;Alta;44546;469912993;44583;6552;437,2;263,33;2361754,4;1422508,66
C2649;7223858950;África;South Sudan;Cosméticos;Online;Crítica;44325;264956605;44351;5402;152,58;97,44;1420062,06;906874,08
C3324;364423718;Asia;Malaysia;Snacks;Offline;Crítica;44786;332419955;44816;9307;152,58;97,44;1047309,12;668828,16
C4582;1724835804;Centroamérica y Caribe;Costa Rica;Snacks;Offline;Media;44795;458289372;44803;6864;81,73;56,67;302809,65;209962,35
C4988;2760832680;Europa;Croatia;Cuidado personal;Online;Alta;43886;498863685;43898;3705;47,45;31,79;355400,5;238107,1
C8307;1753303138;Asia;Nepal;Bebida;Offline;Baja;44870;830754220;44872;7490;255,28;159,42;743120,08;464071,62
C1008;1724936396;Asia;Tajikistan;Alimento infantil;Online;Alta;43922;100884807;43951;2911;421,89;364,69;2823287,88;2440505,48
C1764;8709236336;Europa;Serbia;Cárnicos;Offline;Alta;44668;176491773;44675;6692;421,89;364,69;1092273,21;944182,41
C2951;1753063633;África;Angola;Cárnicos;Offline;Baja;44099;295123946;44138;2589;81,73;56,67;521927,78;361894,62
C2146;2372737134;Asia;Japan;Cuidado personal;Online;Baja;44568;214642655;44606;6386;421,89;364,69;380966,67;329315,07
C6632;8981358247;Europa;Iceland;Cárnicos;Online;Media;43882;663221728;43891;903;109,28;35,84;107750,08;35338,24
C1893;2852226479;Europa;Cyprus;Ropa;Offline;Media;44167;189347493;44186;986;47,45;31,79;404084,2;270723,64
C1118;9084989249;Australia y Oceanía;East Timor;Bebida;Offline;Alta;44042;111818778;44066;8516;651,21;524,96;4822210,05;3887328,8
C4697;1724936396;Asia;Tajikistan;Material de oficina;Online;Baja;44364;469746911;44405;7405;668,27;502,54;5743112,38;4318828,76
C4725;5502421964;África;Somalia;Doméstico;Online;Crítica;44568;472555720;44595;8594;109,28;35,84;552628,96;181242,88
C7499;1450665792;Europa;Spain;Ropa;Offline;Alta;44236;749981534;44238;5057;205,7;117,11;1398554,3;796230,89
C2020;5007600635;Europa;Sweden;Cereales;Online;Crítica;44663;202073180;44689;6799;668,27;502,54;3914057,39;2943376,78
C9491;3889050294;África;Ethiopia;Doméstico;Offline;Baja;44161;949191987;44180;5857;81,73;56,67;106003,81;73500,99
C6820;4094687663;Asia;Turkmenistan;Cuidado personal;Offline;Baja;44838;682011783;44879;1297;109,28;35,84;461052,32;151208,96
C3115;121164304;Europa;Malta;Ropa;Online;Baja;44779;311518895;44794;4219;437,2;263,33;1202737,2;724420,83
C8190;5260724927;África;Malawi;Cosméticos;Offline;Baja;44820;819012153;44822;2751;651,21;524,96;4594937,76;3704117,76
C1061;5732658307;Europa;Czech Republic;Material de oficina;Offline;Crítica;43859;106102883;43889;7056;421,89;364,69;1824674,25;1577284,25
C6447;3794671424;Europa;Netherlands;Cárnicos;Offline;Media;44595;644714915;44602;4325;47,45;31,79;179503,35;120261,57
C9270;6237358994;Europa;Sweden;Bebida;Offline;Baja;44653;927084577;44667;3783;154,06;90,93;259437,04;153126,12
C4157;4122756716;África;Saudi Arabia;Verduras;Online;Crítica;44414;415760695;44426;1684;205,7;117,11;1298789,8;739432,54
C8936;1755152756;África;Turkey;Cereales;Online;Media;44406;893604600;44437;6314;109,28;35,84;326856,48;107197,44
C6137;1728611680;Centroamérica y Caribe;Dominican Republic;Ropa;Offline;Baja;44785;613790118;44822;2991;81,73;56,67;740718,99;513600,21
C1498;0931108724;Asia;Uzbekistan;Cuidado personal;Offline;Alta;44804;149803578;44811;9063;152,58;97,44;1359487,8;868190,4
C1454;792303511;África;Kuwait;Snacks;Offline;Media;44391;145443809;44403;8910;109,28;35,84;977291,04;320517,12
C8648;2440090701;Australia y Oceanía;Federated States of Micronesia;Ropa;Offline;Crítica;44660;864822137;44692;8943;651,21;524,96;1697053,26;1368045,76
C8423;1754056123;Australia y Oceanía;Samoa ;Material de oficina;Online;Alta;44265;842362391;44300;2606;152,58;97,44;819354,6;523252,8
C9328;1499821495;África;Eritrea;Snacks;Online;Baja;44092;932800900;44095;5370;255,28;159,42;2486937,76;1553069,64
C2611;3069247413;Asia;Singapore;Alimento infantil;Online;Alta;44654;261186492;44664;9742;668,27;502,54;171745,39;129152,78
C2728;2757959463;África;Mauritania;Doméstico;Offline;Media;44523;272880494;44561;257;109,28;35,84;927022,24;304030,72
C6835;2488623721;Asia;Bhutan;Ropa;Online;Alta;43981;683556735;43990;8483;47,45;31,79;380454,1;254892,22
C8292;6121344270;África;Republic of the Congo;Bebida;Online;Baja;44505;829201543;44515;8018;47,45;31,79;450442,85;301782,47
C1161;9643407069;Europa;Germany;Bebida;Online;Media;44061;116113746;44075;9493;205,7;117,11;1145131,9;651951,37
C2709;4587188144;África;Tunisia ;Cereales;Offline;Media;43896;270904672;43904;5567;205,7;117,11;1220829,5;695047,85
C3904;566560836;Asia;Myanmar;Cereales;Offline;Media;43837;390498149;43856;5935;437,2;263,33;1013866,8;610662,27
C9921;9904242548;Europa;Romania;Cosméticos;Offline;Media;43858;992130506;43893;2319;152,58;97,44;530062,92;338506,56
C8633;7840815269;Europa;Greece;Snacks;Offline;Crítica;44602;863350570;44634;3474;437,2;263,33;81756,4;49242,71
C2120;9451302272;África;Benin;Cosméticos;Offline;Baja;44770;212019670;44771;187;651,21;524,96;178431,54;143839,04
C2163;1722204359;Centroamérica y Caribe;Jamaica;Material de oficina;Online;Crítica;44778;216311633;44800;274;668,27;502,54;2395747,95;1801605,9
C7747;9798678202;Europa;Liechtenstein;Doméstico;Online;Alta;44141;774712789;44176;3585;255,28;159,42;1786704,72;1115780,58
C9560;5405388068;Norteamérica;Greenland;Alimento infantil;Online;Crítica;44091;956021964;44112;6999;437,2;263,33;4121921,6;2482675,24
C3493;4341191043;Europa;Romania;Cosméticos;Online;Alta;43916;349350488;43940;9428;437,2;263,33;2978643,6;1794067,29
C4141;7222855056;Asia;China;Cosméticos;Online;Alta;44618;414122188;44643;6813;668,27;502,54;4764096,83;3582607,66
C4300;7544080337;Australia y Oceanía;East Timor;Doméstico;Offline;Baja;44213;430073392;44232;7129;81,73;56,67;439707,4;304884,6
C6472;1724012222;Europa;Albania;Cuidado personal;Online;Media;44518;647252929;44558;5380;9,33;6,92;80256,66;59525,84
C9360;1726238726;Asia;Laos;Frutas;Offline;Alta;44367;936022126;44401;8602;651,21;524,96;562645,44;453565,44
C3370;710771963;África;Central African Republic;Material de oficina;Offline;Baja;44303;337054812;44340;864;421,89;364,69;3486077,07;3013433,47
C2113;9265925226;Europa;Netherlands;Cárnicos;Offline;Crítica;43975;211337316;44020;8263;152,58;97,44;599486,82;382841,76
C1901;1516012797;Australia y Oceanía;Solomon Islands;Snacks;Offline;Media;44742;190168464;44788;3929;109,28;35,84;330462,72;108380,16
C4251;5657609602;África;Seychelles ;Ropa;Offline;Media;43937;425159585;43977;3024;421,89;364,69;3265428,6;2822700,6
C2382;1728180629;Asia;Kazakhstan;Cárnicos;Online;Baja;44780;238234508;44794;7740;437,2;263,33;1005560;605659
C3716;4834133040;Europa;Hungary;Cosméticos;Offline;Alta;44373;371629559;44393;2300;255,28;159,42;2032028,8;1268983,2
C7378;1726238726;Asia;Laos;Alimento infantil;Offline;Baja;44664;737893569;44711;7960;109,28;35,84;874786,4;286899,2
C8698;1755152756;África;Yemen;Ropa;Online;Crítica;44617;869887864;44666;8005;81,73;56,67;225002,69;156012,51
C3707;3309325310;Europa;Russia;Cuidado personal;Offline;Alta;43862;370786273;43877;2753;205,7;117,11;936346,4;533084,72
C2640;4682810918;Asia;Philippines;Cereales;Offline;Alta;44265;264075124;44266;4552;9,33;6,92;25965,39;19258,36
C7435;6058929792;Australia y Oceanía;Marshall Islands;Frutas;Online;Baja;44187;743553245;44187;2783;81,73;56,67;723882,61;501926,19
C7233;6174814066;África;Burkina Faso;Cuidado personal;Online;Crítica;44220;723331964;44238;8857;152,58;97,44;185384,7;118389,6
C9878;5501234200;Europa;Kosovo;Snacks;Offline;Media;44584;987835109;44633;1215;651,21;524,96;216852,93;174811,68
C1417;8083593575;Asia;North Korea;Material de oficina;Offline;Alta;44599;141799008;44648;333;152,58;97,44;566529,54;361794,72
C4602;6597832590;Asia;Bhutan;Snacks;Online;Alta;44256;460272490;44271;3713;651,21;524,96;581530,53;468789,28
C2386;4434941375;Europa;Switzerland;Material de oficina;Offline;Media;44737;238616883;44744;893;81,73;56,67;689801,2;478294,8
C5425;9992885707;África;Libya;Cuidado personal;Offline;Alta;44759;542506015;44780;8440;154,06;90,93;763059,18;450376,29
C2579;1358111219;Centroamérica y Caribe;Honduras;Verduras;Online;Alta;44231;257926213;44250;4953;255,28;159,42;1547252,08;966244,62
C1411;2949192696;África;Benin;Alimento infantil;Online;Media;44775;141176307;44824;6061;421,89;364,69;3976735,14;3437567,94
C5688;460034123;África;Egypt;Cárnicos;Online;Media;43982;568867623;44004;9426;47,45;31,79;462163;309634,6
C1879;4781300431;Europa;Cyprus;Bebida;Online;Media;44291;187923991;44333;9740;205,7;117,11;766438,2;436351,86
C8655;2390936079;África;Morocco;Cereales;Online;Alta;44108;865581738;44127;3726;47,45;31,79;243893;163400,6
C9393;1253135428;Europa;Estonia;Bebida;Offline;Alta;44600;939389693;44607;5140;255,28;159,42;2493575,04;1557214,56
C1672;1757460678;Asia;South Korea;Alimento infantil;Online;Crítica;43945;167209184;43967;9768;437,2;263,33;186684,4;112441,91
C1772;8918482408;Asia;Vietnam;Cosméticos;Online;Media;44124;177214038;44141;427;152,58;97,44;299819,7;191469,6
C4178;3796611;África;Syria;Snacks;Offline;Alta;44133;417890584;44141;1965;109,28;35,84;684420,64;224465,92
C4080;9006525123;Europa;Luxembourg;Ropa;Online;Baja;44678;408037650;44678;6263;437,2;263,33;3161830,4;1904402,56
C1867;4373418885;Centroamérica y Caribe;Cuba;Cosméticos;Online;Alta;44528;186766564;44542;7232;421,89;364,69;2452446,57;2119942,97
C7635;1726613258;Asia;Maldives;Cárnicos;Offline;Alta;44162;763501155;44167;5813;47,45;31,79;236395,9;158377,78
C9679;7152981124;Asia;Taiwan;Bebida;Online;Media;44206;967977750;44249;4982;152,58;97,44;723534,36;462060,48
C6002;1183473733;Europa;Bosnia and Herzegovina;Snacks;Offline;Crítica;43868;600245177;43904;4742;437,2;263,33;3116798,8;1877279,57
C8806;1753063633;África;Afghanistan;Cosméticos;Offline;Baja;44589;880664765;44595;7129;205,7;117,11;249308,4;141937,32
C3999;7510504535;Norteamérica;Canada;Cereales;Online;Media;44306;399910342;44320;1212;421,89;364,69;3412246,32;2949612,72
C9689;4403475954;África;Qatar;Cárnicos;Offline;Media;44231;968968236;44263;8088;154,06;90,93;907259,34;535486,77
C8691;4564335445;Europa;Malta;Verduras;Offline;Baja;44159;869137275;44180;5889;154,06;90,93;735328,38;434008,89
C7020;8407271379;África;Bahrain;Verduras;Online;Crítica;44031;702028787;44037;4773;9,33;6,92;18053,55;13390,2
C2395;7708801328;África;Zambia;Frutas;Offline;Baja;44458;239566600;44459;1935;109,28;35,84;721029,44;236472,32
C6739;1753066610;Asia;Bangladesh;Ropa;Online;Crítica;44109;673987042;44142;6598;421,89;364,69;2116622,13;1829649,73
C5678;795820741;África;Egypt;Cárnicos;Offline;Media;44409;567838943;44422;5017;109,28;35,84;598526,56;196295,68
C8039;470770143;Asia;Japan;Ropa;Online;Crítica;44843;803983628;44866;5477;437,2;263,33;1441011,2;867935,68
C5355;1722204359;Centroamérica y Caribe;Jamaica;Cosméticos;Offline;Media;44521;535594928;44547;3296;255,28;159,42;1486495,44;928302,66
C3361;1893711108;África;Namibia;Alimento infantil;Online;Media;44787;336159169;44790;5823;421,89;364,69;3138017,82;2712564,22
C8494;8995901438;Australia y Oceanía;Federated States of Micronesia;Cárnicos;Offline;Crítica;44521;849475181;44542;7438;109,28;35,84;497442,56;163143,68
C5396;8868871538;África;Iran;Ropa;Offline;Media;44840;539654290;44852;4552;205,7;117,11;124654,2;70968,66
C6411;2209876767;Asia;Malaysia;Cereales;Online;Alta;44397;641120326;44442;606;154,06;90,93;165768,56;97840,68
C2086;1724936396;Asia;Tajikistan;Verduras;Offline;Crítica;44078;208609616;44079;1076;421,89;364,69;3571298,85;3087100,85
C1671;8794592867;África;Iran;Cárnicos;Offline;Alta;44397;167170989;44399;8465;421,89;364,69;3084437,79;2666248,59
C1621;1754056123;Australia y Oceanía;Samoa ;Cárnicos;Online;Crítica;43924;162165772;43957;7311;437,2;263,33;4013058,8;2417106,07
C8092;6646982771;África;Botswana;Cosméticos;Online;Crítica;43987;809267795;44002;9179;255,28;159,42;1957742,32;1222591,98
C5444;7113096519;Europa;Austria;Alimento infantil;Online;Crítica;43973;544463384;44007;7669;47,45;31,79;161851,95;108435,69
C5740;8999764832;África;Syria;Bebida;Online;Alta;43938;574051368;43952;3411;9,33;6,92;84585,78;62736,72
C8246;6974858655;África;Senegal;Frutas;Online;Crítica;44084;824643075;44127;9066;81,73;56,67;353563,98;245154,42
C3931;3303737147;África;Mauritius ;Cuidado personal;Offline;Media;44238;393162333;44284;4326;9,33;6,92;8536,95;6331,8
C6968;3113502174;África;Cote d'Ivoire;Frutas;Online;Alta;44375;696845471;44385;915;109,28;35,84;829216,64;271953,92
C5232;4010154922;Centroamérica y Caribe;Belize;Ropa;Offline;Alta;44092;523241317;44107;7588;205,7;117,11;1055446,7;600891,41
C9802;706604646;África;Morocco;Cereales;Offline;Baja;44180;980211198;44180;5131;668,27;502,54;909515,47;683956,94
C5459;1753644473;Australia y Oceanía;Australia;Doméstico;Online;Baja;44009;545928943;44053;1361;154,06;90,93;943925,62;557128,11
C9188;4090823253;África;Senegal;Verduras;Online;Baja;44140;918880879;44178;6127;154,06;90,93;971810,48;573586,44
C2678;1725865164;Centroamérica y Caribe;Antigua and Barbuda ;Verduras;Offline;Alta;44760;267865836;44772;6308;651,21;524,96;532038,57;428892,32
C8819;340124985;Europa;Poland;Material de oficina;Online;Alta;44112;881995141;44124;817;81,73;56,67;457279,35;317068,65
C6206;7031073561;Europa;Kosovo;Cuidado personal;Online;Crítica;44244;620692622;44261;5595;421,89;364,69;3635004,24;3142169,04
C5636;7347122209;Asia;Malaysia;Cárnicos;Online;Media;44215;563694608;44238;8616;47,45;31,79;231793,25;155294,15
C9610;9629086367;Centroamérica y Caribe;Guatemala;Bebida;Online;Alta;44799;961049926;44813;4885;651,21;524,96;935788,77;754367,52
C7831;9833712436;Australia y Oceanía;Vanuatu;Material de oficina;Online;Baja;44828;783119904;44864;1437;81,73;56,67;191329,93;132664,47
C8705;2452739189;Centroamérica y Caribe;Nicaragua;Cuidado personal;Online;Alta;44847;870578372;44871;2341;152,58;97,44;563783,1;360040,8
C7844;2307139346;África;Lesotho;Snacks;Offline;Media;44503;784411656;44529;3695;668,27;502,54;5766501,83;4336417,66
C1559;4869916335;Asia;Turkmenistan;Doméstico;Offline;Crítica;44114;155918586;44142;8629;437,2;263,33;1007308,8;606712,32
C9367;5156116696;África;Saudi Arabia;Cosméticos;Offline;Crítica;44142;936710488;44173;2304;152,58;97,44;1054632,96;673505,28
C6487;1303624446;Asia;Japan;Snacks;Online;Media;44675;648711192;44697;6912;668,27;502,54;4462707,06;3355962,12
C9341;3758352405;Europa;Latvia;Doméstico;Online;Crítica;43862;934157025;43864;6678;109,28;35,84;311994,4;102323,2
C8055;8954763832;Norteamérica;Greenland;Ropa;Online;Crítica;44692;805596816;44704;2855;205,7;117,11;1795761;1022370,3
C6958;1724835804;Centroamérica y Caribe;Costa Rica;Cereales;Online;Alta;44042;695891892;44046;8730;81,73;56,67;377674,33;261872,07
C2082;3564930140;Asia;Japan;Cuidado personal;Offline;Baja;44675;208216083;44694;4621;205,7;117,11;591387,5;336691,25
C3660;4112465549;Europa;Cyprus;Cereales;Offline;Crítica;44280;366055715;44291;2875;421,89;364,69;1212511,86;1048119,06
C4632;2032233940;África;Pakistan;Cárnicos;Online;Baja;44350;463209617;44374;2874;437,2;263,33;2635441,6;1587353,24
C3137;6335487379;Europa;Monaco;Cosméticos;Online;Media;44433;313789117;44446;6028;205,7;117,11;160240,3;91228,69
C7022;9167151259;Asia;China;Cereales;Offline;Crítica;44748;702218043;44771;779;421,89;364,69;3206785,89;2772008,69
C2332;1717558751;Australia y Oceanía;New Zealand;Cárnicos;Online;Alta;44618;233232724;44628;7601;255,28;159,42;1020864,72;637520,58
C2818;3111000427;Centroamérica y Caribe;Guatemala;Alimento infantil;Offline;Baja;44032;281881988;44054;3999;152,58;97,44;1450883,22;926556,96
C9435;5198001987;África;Libya;Snacks;Online;Media;44171;943527162;44187;9509;421,89;364,69;294901,11;254918,31
C5838;4073323176;Europa;Liechtenstein;Cárnicos;Offline;Media;44797;583842074;44838;699;255,28;159,42;1574311,76;983143,14
C7888;9754444914;África;Democratic Republic of the Congo;Alimento infantil;Online;Alta;44776;788813054;44782;6167;81,73;56,67;126109,39;87441,81
C5147;9807269196;Asia;Mongolia;Cuidado personal;Online;Crítica;44685;514738929;44697;1543;9,33;6,92;41863,71;31050,04
C1382;2963363147;Europa;Bosnia and Herzegovina;Frutas;Offline;Media;44203;138231027;44224;4487;205,7;117,11;1994055,8;1135264,34
C1062;698317484;Centroamérica y Caribe;Cuba;Cereales;Online;Crítica;44725;106213176;44757;9694;152,58;97,44;592773,3;378554,4
C4859;5242999500;Asia;Bhutan;Snacks;Offline;Media;44657;485921704;44666;3885;651,21;524,96;532038,57;428892,32
C5149;1726238726;Asia;Laos;Material de oficina;Online;Alta;44122;514905440;44126;817;81,73;56,67;512855,75;355604,25
C8510;2557868367;Asia;Turkmenistan;Cuidado personal;Online;Baja;44431;851025712;44466;6275;255,28;159,42;785241,28;490375,92
C4224;896144483;Australia y Oceanía;Papua New Guinea;Alimento infantil;Offline;Baja;44432;422456347;44434;3076;437,2;263,33;2653366,8;1598149,77
C4776;7218065766;África;Qatar;Cosméticos;Offline;Alta;44164;477683675;44188;6069;109,28;35,84;779712,8;255718,4
C5355;8410797857;Australia y Oceanía;Palau;Ropa;Online;Baja;44335;535506522;44341;7135;205,7;117,11;37848,8;21548,24
C6350;7090268867;Asia;Philippines;Cereales;Online;Baja;44757;635036218;44773;184;421,89;364,69;2597998,62;2245761,02
C8856;1936318137;Australia y Oceanía;Papua New Guinea;Cárnicos;Offline;Baja;44865;885696589;44876;6158;154,06;90,93;1237255,86;730258,83
C1172;5568951342;África;Liberia;Verduras;Offline;Baja;44241;117223966;44252;8031;109,28;35,84;634807,52;208194,56
C8296;6205594466;África;Iran;Ropa;Offline;Alta;44181;829667174;44205;5809;47,45;31,79;72456,15;48543,33
C6433;2535077772;Centroamérica y Caribe;Guatemala;Bebida;Offline;Crítica;44040;643387544;44063;1527;152,58;97,44;648770,16;414314,88
C8490;4770532284;Australia y Oceanía;Tuvalu;Snacks;Offline;Baja;43839;849058902;43855;4252;651,21;524,96;3310100,43;2668371,68
C5576;3069992147;Asia;Philippines;Material de oficina;Offline;Baja;44792;557667577;44819;5083;109,28;35,84;235061,28;77091,84
C7505;9848339380;Asia;Singapore;Ropa;Offline;Crítica;44607;750512397;44624;2151;154,06;90,93;865200,96;510662,88
C2292;1726238726;Asia;Laos;Verduras;Online;Media;44268;229204690;44280;5616;9,33;6,92;24920,43;18483,32
C5656;4742401969;Europa;Montenegro;Frutas;Offline;Alta;44387;565668284;44411;2671;152,58;97,44;387248,04;247302,72
C2521;2532405612;Centroamérica y Caribe;Barbados;Snacks;Offline;Media;44674;252139508;44704;2538;152,58;97,44;224902,92;143626,56
C5511;1515205320;África;Egypt;Snacks;Offline;Alta;44470;551167190;44513;1474;668,27;502,54;5189116,55;3902223,1
C5456;8922331907;África;Sudan;Doméstico;Offline;Crítica;44302;545612657;44345;7765;152,58;97,44;1026405,66;655478,88
C2886;8577245512;África;Democratic Republic of the Congo;Snacks;Offline;Baja;44323;288649737;44367;6727;81,73;56,67;466596,57;323529,03
C3537;3812035487;Centroamérica y Caribe;Cuba;Cuidado personal;Online;Baja;44834;353764760;44861;5709;9,33;6,92;84819,03;62909,72
C4847;8895629240;África;Ghana;Frutas;Offline;Media;44717;484756553;44726;9091;47,45;31,79;155873,25;104430,15
C9457;3562887188;Europa;Poland;Bebida;Online;Media;44042;945736443;44063;3285;47,45;31,79;82183,4;55060,28
C2711;3666008536;África;Saudi Arabia;Bebida;Offline;Baja;44594;271128261;44627;1732;255,28;159,42;2529058,96;1579373,94
C2156;9544357239;Centroamérica y Caribe;Barbados;Alimento infantil;Offline;Baja;44130;215668332;44156;9907;9,33;6,92;2929,62;2172,88
C8044;8618279358;Europa;Bosnia and Herzegovina;Frutas;Online;Alta;44205;804405486;44228;314;421,89;364,69;3159534,21;2731163,41
C7827;9078352153;África;Lebanon;Cárnicos;Online;Media;44434;782701051;44440;7489;668,27;502,54;2004810;1507620
C7662;1817008725;Europa;Latvia;Doméstico;Offline;Crítica;44058;766228854;44107;3000;9,33;6,92;4151,85;3079,4
C9909;1753644473;Australia y Oceanía;Australia;Frutas;Online;Media;44551;990975224;44588;445;205,7;117,11;93593,5;53285,05
C8632;8982327292;África;Jordan;Cereales;Online;Media;43881;863238990;43924;455;81,73;56,67;465043,7;322452,3
C3096;5643050480;Europa;United Kingdom;Cuidado personal;Offline;Media;44338;309631478;44343;5690;154,06;90,93;900172,58;531303,99
C2270;5218519156;Centroamérica y Caribe;Haiti;Verduras;Offline;Baja;44705;227076518;44755;5843;81,73;56,67;215522,01;149438,79
C2328;1757460678;Asia;South Korea;Cuidado personal;Online;Crítica;43913;232810437;43927;2637;47,45;31,79;229041,15;153450,33
C9143;8367190782;África;Niger;Bebida;Online;Crítica;44691;914382064;44718;4827;154,06;90,93;492992;290976
C6796;5901990721;África;Mozambique;Verduras;Online;Crítica;44698;679652726;44725;3200;205,7;117,11;1146160,4;652536,92
C7067;3394889346;Europa;Armenia;Cereales;Online;Baja;44349;706796252;44393;5572;9,33;6,92;16728,69;12407,56
C8942;4269828209;Europa;Iceland;Frutas;Online;Media;44204;894298970;44222;1793;47,45;31,79;414855,35;277939,97
C3109;6406794133;Centroamérica y Caribe;Panama;Bebida;Online;Baja;44449;310959708;44481;8743;47,45;31,79;252955,95;169472,49
C3458;1017247406;Europa;Switzerland;Bebida;Offline;Baja;44374;345889794;44402;5331;9,33;6,92;69993,66;51913,84
C6585;5765406691;África;Mauritius ;Frutas;Online;Alta;43936;658513057;43974;7502;651,21;524,96;2102105,88;1694570,88
C5285;8670564169;Europa;Andorra;Material de oficina;Online;Media;44283;528565824;44289;3228;651,21;524,96;4893191,94;3944549,44
C2060;1753066610;Asia;Bangladesh;Material de oficina;Online;Alta;44102;206096923;44119;7514;109,28;35,84;808344,16;265108,48
C4614;1752274264;Australia y Oceanía;Tonga;Ropa;Online;Baja;44311;461467683;44327;7397;47,45;31,79;329492,8;220749,76
C3353;1722204359;Centroamérica y Caribe;Jamaica;Bebida;Online;Alta;44412;335351932;44452;6944;154,06;90,93;347097,18;204865,29
C2887;2363535236;África;Israel;Verduras;Online;Media;44053;288735997;44088;2253;81,73;56,67;527485,42;365748,18
C8529;5726716438;Europa;France;Cuidado personal;Offline;Crítica;44595;852918708;44634;6454;152,58;97,44;718499,22;458844,96
C3795;4020500905;África;Benin;Snacks;Offline;Crítica;44411;379511392;44411;4709;154,06;90,93;1418892,6;837465,3
C8904;589789094;Asia;Philippines;Verduras;Offline;Media;44636;890437877;44644;9210;9,33;6,92;38999,4;28925,6
C4279;7745407819;Europa;Slovakia;Frutas;Offline;Alta;44460;427934491;44473;4180;668,27;502,54;584736,25;439722,5
C7045;1726238726;Asia;Laos;Doméstico;Offline;Alta;44786;704550063;44791;875;421,89;364,69;1088476,2;940900,2
C3531;4068463898;Australia y Oceanía;Nauru;Cárnicos;Online;Crítica;44577;353145921;44615;2580;152,58;97,44;1466904,12;936788,16
C7768;5641435860;África;Benin;Snacks;Online;Media;44509;776895892;44509;9614;154,06;90,93;666001,38;393090,39
C2992;252290201;Centroamérica y Caribe;Guatemala;Verduras;Online;Crítica;44361;299286305;44411;4323;152,58;97,44;929212,2;593409,6
C9141;5054212245;Centroamérica y Caribe;Belize;Snacks;Online;Alta;44578;914115989;44604;6090;255,28;159,42;1614135,44;1008012,66
